【出行weatherman】5日多云间阴天，有轻雾和分散小雨，东部沿海有雾。小编温馨提醒：1、傍晚到夜间我市有雷雨天气，尽量减少户外活动；2、未来一周我市天气暖湿多雾，早晚能见度，请注意交通安全，晨练请在能见度好转后进行。,2016-04-05 11:16:00 来自 微博 weibo.com
【metro圳能量】   感谢您对深圳地铁员工的肯定与鼓励，谢谢~,2016-04-05 09:52:00 来自 微博 weibo.com
【客流review】 #客流回顾# 总客流：242.31万人次 1号线：91.19万人次 2号线：29.97万人次 3号线：62.52万人次 5号线：58.64万人次 最大进站客流站点：深圳北站：11.86万人次老街站：11.26万人次罗湖站：10.53万人次,2016-04-05 09:33:00 来自 微博 weibo.com
【早安metro】何必站在回忆里不肯出去，阳光还在外面等着你呢。早安！,2016-04-05 07:31:00 来自 微博 weibo.com
【晚安metro】世间最珍贵的不是“得不到”和“已失去”，而是现在能把握的幸福。晚安！,2016-04-04 22:40:00 来自 微博 weibo.com
【温馨tips】进入4月就是清明节气，清明节又叫踏青节，是中国传统节日，也是最重要的祭祀节日之一，是祭祖和扫墓的日子 。中国汉族传统的清明节大约始于周代，距今已有二千五百多年的历史。扫墓祭祖、踏青郊游是基本主题。 ,2016-04-04 12:52:00 来自 iPhone 6 Plus
【早安metro】只要心情是晴朗的，人生就没有雨天，给自己一个微笑吧！早安！,2016-04-04 07:40:00 来自 微博 weibo.com
【晚安metro】我们虽然不能控制风的方向，但却可以调整帆的方向，达到胜利的彼岸。晚安！,2016-04-03 22:40:00 来自 微博 weibo.com
【出行weatherman】预计17-20时，全市多云间晴天为主；气温23-26℃，相对湿度70%-90%；能见度较好，大部分地区在8到15公里。今夜到明天有阵雨或雷雨，外出请做好防雨准备。 ,2016-04-03 17:56:00 来自 iPhone 6 Plus
【早安metro】努力不一定能到自己想要的，但坚持不懈的努力一定可以。今天的努力也许微不足道，但却是未来一鸣惊人的垫脚石。早安！,2016-04-03 07:40:00 来自 微博 weibo.com
【晚安metro】做有用的事，说正能量的话，想美好的事，睡安稳的觉。把时间发生在进步上，而不是抱怨上。晚安！,2016-04-02 22:40:00 来自 微博 weibo.com
【运营message】各位乘客请注意，地铁3号线（龙岗线）因大型检修作业，需满足连续6小时施工时间要求，为保障施工及运营安全，4月8日、4月22日两天（如遭遇恶劣天气则另行安排），地铁3号线塘坑－双龙区段将于当日晚提前结束运营服务。 其中，塘坑站开往双龙方向的末班车时间调整为21:48，双龙站开往塘... 展开全文 c  ,2016-04-02 09:05:00 来自 iPhone 6 Plus
【早安metro】世间所有的相遇，都是久别重逢。——王家卫,2016-04-02 08:35:00 来自 iPhone 6 Plus
【晚安metro】怪你过分美丽，怪我过分着迷。——张国荣,2016-04-01 22:24:00 来自 iPhone 6 Plus
【新线online】11号线票价提前知：11号线普通舱票价将和现在地铁运营的车票价一致，而商务舱的价格将是普通舱票价的三倍（目前起步价为2元）。 ,2016-04-01 15:50:00 来自 iPhone 6 Plus
【客流review】 #客流review#  ，昨日客流回顾请戳下图！↓ ↓ ↓ ↓,2016-04-01 09:23:00 来自 微博 weibo.com
【早安metro】光线洒下来，是最珍贵的宁静时光。早安！,2016-04-01 07:57:00 来自 iPhone 6 Plus
【晚安metro】如果再见不能红着眼，是否还能红着脸，就像那年匆促刻下永远一起，那样美丽的谣言。——《匆匆那年》,2016-04-01 00:21:00 来自 iPhone 6 Plus
【圳能量】深圳地铁2016年的地铁文化进社区活动于3月29日在5号线五和站和成世纪小区与大家见面了。此次进社区活动采取问卷调查的形式，了解周边居民乘坐地铁的购票习惯，对地铁服务的满意度以及掌握乘车知识等情况。此次活动得到社区居委会与市民朋友们的热情支持，不仅聆听了市民朋友的心声与意见，还... 展开全文 c  ,2016-03-31 16:45:00 来自 iPhone 6 Plus
转发微博,2016-03-31 09:21:00 来自 iPhone 6 Plus
【客流review】 #客流review#  ，昨日客流回顾请戳下图！↓ ↓ ↓ ↓,2016-03-31 09:01:00 来自 微博 weibo.com
【早安metro】幸福，从来都没有捷径，也没有完美无瑕，只有经营，只靠真心。,2016-03-31 07:07:00 来自 iPhone 6 Plus
【晚安metro】距离，让思念生出美丽；懂得，让心灵有了皈依。晚安! 图片来源:《晚安集》绘：排骨Chop,2016-03-30 22:30:00 来自 360安全浏览器
【温馨tips】 #随手拍# 文明乘车——地铁范围内是禁止饮食的哦！请文明乘车，共同创造良好的乘车环境！图片来源： @虺Tel占线 ,2016-03-30 16:35:00 来自 微博 weibo.com
【开心together】史上最惨的排球运动员;哈哈哈哈 （分享自  @秒拍 ）   L 秒拍视频 ,2016-03-30 14:46:00 来自 分享按钮
【猜地铁名大作战】 #变态级难度# 到目前为止，没有一位全部答对的，没有机会了！答案就是：世界之窗、市民中心、深大。第三个蛮难猜的“神打”！,2016-03-30 11:10:00 来自 微博 weibo.com
【猜地铁名大作战】 #变态级难度# 看到大家被难住了，小编还是蛮开心的 ，到目前为止，没有一位全部答对的，再给一次机会！,2016-03-30 09:34:00 来自 微博 weibo.com
【客流review】 #客流review#  ，昨日客流回顾请戳下图！↓ ↓ ↓ ↓,2016-03-30 09:12:00 来自 微博 weibo.com
【早安metro】.不要在你的智慧中夹杂着傲慢；不要使你的谦虚心缺乏智慧。,2016-03-30 08:30:00 来自 微博 weibo.com
【晚安metro】.一个人至少拥有一个梦想，有一个理由去坚强。晚安! 素材来源:《晚安集》绘：排骨Chop,2016-03-29 22:30:00 来自 微博 weibo.com
【猜地铁名大作战】神马？so easy? 石厦 华强北 机场东，都对了 ~~额，小编要来点变态难度的了，请看 ↓↓↓,2016-03-29 17:18:00 来自 微博 weibo.com
【猜地铁名大作战】初级篇大家貌似都答对了，难不住大家，答案就是上梅林、香蜜湖、布吉；小编要上点有难度的了，请看中级篇 ↓↓↓,2016-03-29 16:10:00 来自 微博 weibo.com
【开心together】 #猜地铁名大作战# 初级篇：请根据下图，猜深圳地铁站名！,2016-03-29 14:27:00 来自 微博 weibo.com
【服务up up】 #云购票—支付宝正式推出线上购买地铁单程票功能# 目前，乘客使用支付宝APP线上可购买以世界之窗站或会展中心站为起点的单程票，并可到相应起点站的iTVM自助取票机二维码扫描轻松取票。（会展中心站新增的两台iTVM，暂不接受微信购票及扫描取票。）扫描下图二维码试试吧！,2016-03-29 10:14:00 来自 微博 weibo.com
【客流review】 #客流review#  ，昨日客流回顾请戳下图！↓ ↓ ↓ ↓,2016-03-29 09:25:00 来自 微博 weibo.com
【早安metro】永远都要活给自己看，笑容要特别灿烂！早安!,2016-03-29 08:30:00 来自 微博 weibo.com
【晚安metro】别将压力看成动力，透支身体，累坏自己。——特傻！晚安! 素材来源:《晚安集》绘：排骨Chop,2016-03-28 23:39:00 来自 360安全浏览器
【开心together】走，谁去兜风！汪星人：汪汪！ via:  @暴走漫画 ,2016-03-28 15:57:00 来自 微博 weibo.com
【新线online】 #妙享新里程等你来体验# &quot;新线未通，海报先享&quot;，看一眼，7、9、11线路牢记心间。11号线的高颜、高速、机场专线，7号线的都市休闲、生活娱乐，9号线的V型路线、工作与梦想的线路特色。光是主题海报都这么“文艺+高颜”，相信7、9、11号线一定不会让大家失望，让我们一起期待这三条线路... 展开全文 c  ,2016-03-28 14:20:00 来自 微博 weibo.com
【温馨tips】 #地铁站有人向你借钱# 接连有小伙伴向小编反映地铁站有人说自己钱包丢了，没钱回家，需要借点路费，回家后立即返还，还互加了微信。最后借钱的人消失了，微信号被拉黑了。小编想告诉各位：为避免自己的爱心被骗子利用，最好带借钱的人去车站警务室，先让蜀黍审审。,2016-03-28 11:17:00 来自 微博 weibo.com
【服务 up up】1号线高新园站客流猛增深圳地铁紧急应对:近日，高新园站单日客流突破8.1万，创历史新高。为此，高新园站已着手多项整改措施。1、计划增加18台出入闸机设备进一步加快乘客通行速度，预计6月份顺利完成机整改工作。2、加派人手确保客流组织秩序。3、此外，还有多项措施已在研究、考察阶... 展开全文 c  ,2016-03-28 10:25:00 来自 微博 weibo.com
【客流review】 #客流review#  ，昨日客流回顾请戳下图！↓ ↓ ↓ ↓,2016-03-28 09:10:00 来自 微博 weibo.com
【早安metro】心中藏有桃花源，何处不是水云间！早安！！,2016-03-28 08:30:00 来自 微博 weibo.com
【晚安metro】心之若素，香自满怀.晚安！！,2016-03-27 22:38:00 来自 微博 weibo.com
【晚安metro】美好的日子给你带来快乐，阴暗的日子给你带来经验。不要对生命中的任何一天怀有遗憾。;晚安！！,2016-03-27 22:30:00 来自 微博 weibo.com
【早安metro】把悲伤烂在心底，只让快乐面朝阳光;早安！！,2016-03-27 09:04:00 来自 360安全浏览器
【早安metro】一颗真心无需花言巧语久了总会知道;早安！！,2016-03-26 08:30:00 来自 微博 weibo.com
【晚安metro】昨天越来越多，明天越来越少;晚安！！,2016-03-25 22:30:00 来自 微博 weibo.com
【新线online】 小编总算感受到咱们11号线的高逼格了！舒适的车厢环境，亮眼的沿海风光，快看～有飞机...   ,2016-03-25 15:45:00 来自 iPhone 6s
 #轨道上的精灵# 白天，有群人像蝙蝠一样沉浸在自己的梦乡，晚上，他们就像精灵一样跃动在地铁的轨道上。他们就是线路工班的技术人员，负责维护轨道线路，从事着紧固螺栓，机械锯轨，手工打磨，线路检查，钢轨钻孔，吊运钢轨等作业。,2016-03-25 15:37:00 来自 微博 weibo.com
【开心together】一个街头恶作剧，假装跟路人表演一个魔术，结果。。。。路人：一群智障！   L 秒拍视频 ,2016-03-25 14:42:00 来自 微博视频
喜大普奔 I 支付宝即将推出线上购买地铁单程票功能！    &#xe606; 【地铁云购票】支付宝即将推出线上购买地铁单... ,2016-03-25 10:37:00 来自 微博 weibo.com
【新线online】 #7、9号线供电系统正在调试中# 为确保供电系统运行平稳可靠，供电类专业员工积极参与调试，熟悉和掌握设备性能。并积极沟通设计单位和设备厂家，针对深圳气候特点，制定周密的预案，确保能够将充沛的电能源源不断地输送至各车站，保证新线如期高水平开通。,2016-03-25 10:31:00 来自 微博 weibo.com
【客流review】 #客流review#  ，昨日客流回顾请戳下图！↓ ↓ ↓ ↓,2016-03-25 09:48:00 来自 微博 weibo.com
【早安metro】每一颗封闭的心都曾对世界免费开放，所有的防御姿势都曾是展臂拥抱。早安！！素材来源：网络,2016-03-25 08:30:00 来自 微博 weibo.com
【晚安metro】如果你的人生一直在加速，怎么会知道慢下来是何等奇妙的体验呢？晚安！！素材来源：网络,2016-03-24 22:36:00 来自 微博 weibo.com
【地铁小知识】 #你知道为什么钢轨需要打磨吗？# 专业技术人员来答疑：地铁列车在钢轨上运行，钢轨承受着来自车轮的冲击。钢轨磨耗日益加剧，导致列车运行时噪音增加，运行平稳程度下降。通过打磨，及时恢复钢轨最佳状态，降低噪音，保证车辆安全、平稳运行。,
,
2016-03-24 17:24:00 来自 微博 weibo.com,d6043f0a041f735d
【开心together】如果你是一个老师，看了下面学生的请假条，你会批准哪一个的假条呢？ ,2016-03-24 14:13:00 来自 微博 weibo.com
 #随手拍# 有陌生人拿着自己的手机或者纸板，上面有二维码，在地铁上要求乘客扫码。小编提醒：为了保障您的信息安全，在不确认信息的情况下，不要轻信陌生人的宣传，谨慎扫码。如有发现疑点，可向车站工作人员反映。图片来源： @痴饭睡觉玩围脖滴閑亼- ,2016-03-24 11:57:00 来自 微博 weibo.com
【服务UP UP】 #夜幕探班车站保洁工作# 当运营结束之后，对于部分地铁人来说，工作才刚刚开始。今天小编再介绍一下车站保洁及设备维护人员夜幕下的工作。,
,
,
2016-03-24 10:47:00 来自 微博 weibo.com,dc7130c4ba3a56e7
【随手拍】 #文明乘地铁#  雨伞最好放在座位下面。,2016-03-24 09:30:00 来自 微博 weibo.com
【客流review】 #客流review#  ，昨日客流回顾请戳下图！↓ ↓ ↓ ↓,2016-03-24 09:17:00 来自 微博 weibo.com
【早安metro】当我们还是个孩子的时候，都曾无条件地相信过这个世界是美好的，他人是无害的。。早安！！素材来源：网络,2016-03-24 08:30:00 来自 微博 weibo.com
【晚安metro】我们常常忽视自己的天赋，而去崇拜他人不存在的优越，晚安！素材来源：网络,2016-03-23 22:30:00 来自 微博 weibo.com
【新线online】 #喜大普奔，11号线列车CBTC进入全面调试阶段# ;普及下何谓“CBTC”：CBTC的全称是基于无线通信的列车自动控制系统，是能让地铁“自动”起来——实现列车自动防护、自动驾驶、自动监控等功能。包括信号机开关测试、道岔测试、无线通信质量测试、进路排列测试、车站停车测试等；11号线，6月... 展开全文 c  ,2016-03-23 16:57:00 来自 微博 weibo.com
【随手shar给你】开心一下！ ,2016-03-23 14:24:00 来自 微博 weibo.com
【服务up up】地铁列车每天必须经过保洁人员清洁后才能上线运营。列车清洁主要包括打磨地板面，清洁车身和车下部件。跟小编去看看平时怎样清扫列车的。图一和图二是列车洗白白过后，是不是很敞亮。,2016-03-23 11:23:00 来自 微博 weibo.com
【客流review】 #客流review#  ，昨日客流回顾请戳下图！↓ ↓ ↓ ↓,2016-03-23 09:09:00 来自 微博 weibo.com
【早安metro】不在压迫中死亡，就在压迫中爆发，奋斗吧，早安！素材来源:网络,2016-03-23 09:01:00 来自 微博 weibo.com
【新线online】小七到新家了！今日，深圳地铁7号线首辆列车顺利抵达她的新家——深云车辆段。,2016-03-22 16:08:00 来自 微博 weibo.com
【考考你】请问：微信开机画面是几月拍的？（江苏高中地理考神题）,2016-03-22 14:29:00 来自 微博 weibo.com
【圳能量】“深圳关爱行动十佳爱心人物评选”——陈家鑫，是一名深圳地铁司机，是一名义工，也是一名边远山区的支教老师。有人问到他为何会如此热心公益活动，他说“就好像吃饭喝水一样，这已经成为了一种习惯”。,
,
,
2016-03-22 12:29:00 来自 微博 weibo.com,f156ff64dc6725a6
 ！,2016-03-22 09:14:00 来自 微博 weibo.com
【客流review】 #客流review#  ，昨日客流回顾请戳下图！↓ ↓ ↓ ↓,2016-03-22 09:08:00 来自 微博 weibo.com
【早安metro】爱吃甜食的人都有一颗柔软的心;早安！素材来源:网络,2016-03-22 08:30:00 来自 微博 weibo.com
【晚安metro】卖萌是一项重要的生存技能。晚安！素材来源:网络,2016-03-21 22:30:00 来自 微博 weibo.com
【温馨tips】最近有乘客给小编留言说：有陌生人拿着自己的手机或者纸板，上面有二维码，在地铁上要求乘客扫码。小编提醒：为了保障您的信息安全，在不确认信息的情况下，不要轻信陌生人的宣传，谨慎扫码。如有发现疑点，可向车站工作人员反映。,2016-03-21 15:18:00 来自 微博 weibo.com
那是座位、座位、座位！呼吁大家文明候车、乘车！,2016-03-21 15:01:00 来自 微博 weibo.com
【新线online】&quot;小七来了&quot;———小七露真容啦！七号线新车马上就要落户她的新家—深云车辆段。,2016-03-21 14:04:00 来自 微博 weibo.com
【新线online】3.司机们怎么吃饭——隧道里解决！我问司机们干嘛不在车上吃。纳尼！竟然是车上太热。搜嘎！那开空调呗，不行！因为灰尘巨大损害空调。,2016-03-21 10:33:00 来自 微博 weibo.com
【新线online】2.司机们在干什么——培训学习：新车的理论知识、新车的各个部件、新车调试等等。小编跟调试车辆来到线上，一睹酷炫、狂拽、炸了天的时速120码的快速列车是何等风光（沿海风景刷刷刷的过呢）,
,
,
2016-03-21 10:30:00 来自 微博 weibo.com,e8fa336bac2d7ee1
【新线online】11号线目前啥进度了？许多小伙伴们一定都和小编一样地充满了疑惑。那么！今天小编跟着一个司机朋友一起带大家一起来到11号线探探班：,
2016-03-21 10:24:00 来自 微博 weibo.com,7334116023ac0efa
